,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
964,1235,3055,5,hcve5s9cda,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
965,1236,1879,6,hcve5s9cda,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
966,1237,3855,7,hcve5s9cda,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
967,1238,2927,8,hcve5s9cda,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
968,1239,2559,9,hcve5s9cda,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
969,1240,2712,10,hcve5s9cda,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
970,1241,3224,11,hcve5s9cda,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
971,1242,6552,12,hcve5s9cda,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
972,1243,2360,13,hcve5s9cda,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
973,1244,1648,14,hcve5s9cda,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
974,1245,2424,15,hcve5s9cda,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
975,1246,2952,16,hcve5s9cda,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
976,1247,1912,17,hcve5s9cda,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
977,1248,2328,18,hcve5s9cda,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
978,1249,2808,19,hcve5s9cda,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
979,1250,2296,20,hcve5s9cda,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
980,1251,2248,21,hcve5s9cda,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
981,1252,2352,22,hcve5s9cda,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
982,1253,1991,23,hcve5s9cda,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
983,1254,2312,24,hcve5s9cda,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
984,1255,3120,25,hcve5s9cda,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
985,1262,4368,2,hl82mrnh85,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
986,1263,5467,3,hl82mrnh85,non_conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
987,1264,1270,4,hl82mrnh85,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
988,1265,1626,5,hl82mrnh85,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
989,1266,1843,6,hl82mrnh85,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
990,1267,1377,7,hl82mrnh85,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
991,1268,1182,8,hl82mrnh85,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
992,1269,1579,9,hl82mrnh85,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
993,1270,1050,10,hl82mrnh85,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
994,1271,3766,11,hl82mrnh85,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
995,1272,2015,12,hl82mrnh85,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
996,1273,1460,13,hl82mrnh85,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
997,1274,1314,14,hl82mrnh85,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
998,1275,2263,15,hl82mrnh85,non_conventional,<p>My back is really sore.</p>,0,2,back,nonconventional,request,1
999,1276,3024,16,hl82mrnh85,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1000,1277,1294,17,hl82mrnh85,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1001,1278,1037,18,hl82mrnh85,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1002,1279,2166,19,hl82mrnh85,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1003,1280,1573,20,hl82mrnh85,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1004,1281,1551,21,hl82mrnh85,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1005,1282,1114,22,hl82mrnh85,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1006,1283,4844,23,hl82mrnh85,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1007,1284,1398,24,hl82mrnh85,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1008,1285,1096,25,hl82mrnh85,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1009,1292,3026,2,jewwceo83b,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1010,1293,1728,3,jewwceo83b,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1011,1294,1875,4,jewwceo83b,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1012,1295,1593,5,jewwceo83b,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1013,1296,1202,6,jewwceo83b,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1014,1297,1091,7,jewwceo83b,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1015,1298,2095,8,jewwceo83b,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1016,1299,1994,9,jewwceo83b,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1017,1300,1838,10,jewwceo83b,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1018,1301,1738,11,jewwceo83b,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1019,1302,1985,12,jewwceo83b,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1020,1303,1189,13,jewwceo83b,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1021,1304,1887,14,jewwceo83b,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1022,1305,1115,15,jewwceo83b,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1023,1306,1680,16,jewwceo83b,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1024,1307,1691,17,jewwceo83b,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1025,1308,1814,18,jewwceo83b,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1026,1309,1372,19,jewwceo83b,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1027,1310,1360,20,jewwceo83b,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1028,1311,1630,21,jewwceo83b,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1029,1312,1838,22,jewwceo83b,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1030,1313,1582,23,jewwceo83b,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1031,1314,2470,24,jewwceo83b,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1032,1315,1460,25,jewwceo83b,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1033,1322,1599,2,jj3vztzm1m,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1034,1323,1211,3,jj3vztzm1m,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1035,1324,1146,4,jj3vztzm1m,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1036,1325,854,5,jj3vztzm1m,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1037,1326,2179,6,jj3vztzm1m,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1038,1327,1219,7,jj3vztzm1m,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1039,1328,965,8,jj3vztzm1m,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1040,1329,1334,9,jj3vztzm1m,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1041,1330,2933,10,jj3vztzm1m,conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
1042,1331,1186,11,jj3vztzm1m,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1043,1332,797,12,jj3vztzm1m,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1044,1333,868,13,jj3vztzm1m,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1045,1334,887,14,jj3vztzm1m,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1046,1335,1362,15,jj3vztzm1m,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1047,1336,1568,16,jj3vztzm1m,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1048,1337,1398,17,jj3vztzm1m,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1049,1338,1435,18,jj3vztzm1m,conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
1050,1339,1602,19,jj3vztzm1m,conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1051,1340,1719,20,jj3vztzm1m,conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1052,1341,1177,21,jj3vztzm1m,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1053,1342,1056,22,jj3vztzm1m,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1054,1343,781,23,jj3vztzm1m,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1055,1344,2564,24,jj3vztzm1m,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1056,1345,1948,25,jj3vztzm1m,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1057,1352,2710,2,jlqfu1pm3x,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1058,1353,2593,3,jlqfu1pm3x,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1059,1354,1282,4,jlqfu1pm3x,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1060,1355,1222,5,jlqfu1pm3x,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1061,1356,1180,6,jlqfu1pm3x,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1062,1357,1056,7,jlqfu1pm3x,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1063,1358,1314,8,jlqfu1pm3x,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1064,1359,946,9,jlqfu1pm3x,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1065,1360,1052,10,jlqfu1pm3x,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1066,1361,1081,11,jlqfu1pm3x,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1067,1362,1047,12,jlqfu1pm3x,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1068,1363,1102,13,jlqfu1pm3x,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1069,1364,961,14,jlqfu1pm3x,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1070,1365,1378,15,jlqfu1pm3x,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1071,1366,934,16,jlqfu1pm3x,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1072,1367,1415,17,jlqfu1pm3x,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1073,1368,1054,18,jlqfu1pm3x,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1074,1369,937,19,jlqfu1pm3x,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1075,1370,2511,20,jlqfu1pm3x,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1076,1371,985,21,jlqfu1pm3x,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1077,1372,880,22,jlqfu1pm3x,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1078,1373,1108,23,jlqfu1pm3x,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1079,1374,890,24,jlqfu1pm3x,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1080,1375,1257,25,jlqfu1pm3x,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1081,1382,2940,2,jus3grqx7m,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1082,1383,996,3,jus3grqx7m,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1083,1384,949,4,jus3grqx7m,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1084,1385,1086,5,jus3grqx7m,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1085,1386,1646,6,jus3grqx7m,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1086,1387,1109,7,jus3grqx7m,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1087,1388,1059,8,jus3grqx7m,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1088,1389,982,9,jus3grqx7m,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1089,1390,695,10,jus3grqx7m,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1090,1391,732,11,jus3grqx7m,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1091,1392,701,12,jus3grqx7m,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1092,1393,1013,13,jus3grqx7m,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1093,1394,1013,14,jus3grqx7m,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1094,1395,1030,15,jus3grqx7m,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1095,1396,1269,16,jus3grqx7m,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1096,1397,2109,17,jus3grqx7m,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1097,1398,1101,18,jus3grqx7m,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1098,1399,998,19,jus3grqx7m,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1099,1400,925,20,jus3grqx7m,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1100,1401,1205,21,jus3grqx7m,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1101,1402,861,22,jus3grqx7m,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1102,1403,917,23,jus3grqx7m,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1103,1404,1158,24,jus3grqx7m,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1104,1405,774,25,jus3grqx7m,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1105,1412,3975,2,k5wlgnr0o0,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1106,1413,2863,3,k5wlgnr0o0,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1107,1414,3150,4,k5wlgnr0o0,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1108,1415,1583,5,k5wlgnr0o0,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1109,1416,1346,6,k5wlgnr0o0,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1110,1417,1466,7,k5wlgnr0o0,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1111,1418,1181,8,k5wlgnr0o0,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1112,1419,1195,9,k5wlgnr0o0,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1113,1420,1702,10,k5wlgnr0o0,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1114,1421,1731,11,k5wlgnr0o0,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1115,1422,2581,12,k5wlgnr0o0,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1116,1423,1650,13,k5wlgnr0o0,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1117,1424,1231,14,k5wlgnr0o0,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1118,1425,1263,15,k5wlgnr0o0,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1119,1426,1447,16,k5wlgnr0o0,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1120,1427,1748,17,k5wlgnr0o0,conventional,<p>Please clean up your room.</p>,1,17,clean,direct,literal,0
1121,1428,1446,18,k5wlgnr0o0,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1122,1429,1398,19,k5wlgnr0o0,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1123,1430,1182,20,k5wlgnr0o0,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1124,1431,1064,21,k5wlgnr0o0,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1125,1432,1169,22,k5wlgnr0o0,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1126,1433,1375,23,k5wlgnr0o0,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1127,1434,1416,24,k5wlgnr0o0,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1128,1435,2882,25,k5wlgnr0o0,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1129,1442,6082,2,k6x0x9kvte,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1130,1443,1574,3,k6x0x9kvte,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1131,1444,2730,4,k6x0x9kvte,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1132,1445,3385,5,k6x0x9kvte,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1133,1446,1604,6,k6x0x9kvte,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1134,1447,1974,7,k6x0x9kvte,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1135,1448,1870,8,k6x0x9kvte,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1136,1449,2327,9,k6x0x9kvte,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1137,1450,5976,10,k6x0x9kvte,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1138,1451,2466,11,k6x0x9kvte,non_conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
1139,1452,1143,12,k6x0x9kvte,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1140,1453,1905,13,k6x0x9kvte,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1141,1454,2066,14,k6x0x9kvte,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
1142,1455,1293,15,k6x0x9kvte,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1143,1456,1615,16,k6x0x9kvte,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1144,1457,2562,17,k6x0x9kvte,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1145,1458,2162,18,k6x0x9kvte,non_conventional,<p>My back is really sore.</p>,0,2,back,nonconventional,request,1
1146,1459,4624,19,k6x0x9kvte,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1147,1460,2194,20,k6x0x9kvte,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1148,1461,2895,21,k6x0x9kvte,non_conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1149,1462,1227,22,k6x0x9kvte,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1150,1463,1077,23,k6x0x9kvte,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1151,1464,998,24,k6x0x9kvte,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1152,1465,1318,25,k6x0x9kvte,non_conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
1153,1472,2965,2,lcxe50c27q,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1154,1473,1219,3,lcxe50c27q,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1155,1474,1073,4,lcxe50c27q,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1156,1475,1274,5,lcxe50c27q,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1157,1476,1164,6,lcxe50c27q,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1158,1477,1342,7,lcxe50c27q,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1159,1478,1867,8,lcxe50c27q,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1160,1479,2250,9,lcxe50c27q,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1161,1480,1537,10,lcxe50c27q,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1162,1481,863,11,lcxe50c27q,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1163,1482,894,12,lcxe50c27q,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1164,1483,952,13,lcxe50c27q,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1165,1484,824,14,lcxe50c27q,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1166,1485,1271,15,lcxe50c27q,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1167,1486,807,16,lcxe50c27q,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1168,1487,1032,17,lcxe50c27q,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1169,1488,1398,18,lcxe50c27q,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1170,1489,1223,19,lcxe50c27q,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1171,1490,1088,20,lcxe50c27q,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1172,1491,1101,21,lcxe50c27q,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1173,1492,1112,22,lcxe50c27q,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1174,1493,922,23,lcxe50c27q,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1175,1494,1005,24,lcxe50c27q,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1176,1495,1171,25,lcxe50c27q,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1177,1502,3951,2,ll05en4f0x,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1178,1503,3293,3,ll05en4f0x,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1179,1504,5341,4,ll05en4f0x,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1180,1505,1878,5,ll05en4f0x,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1181,1506,7087,6,ll05en4f0x,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1182,1507,2034,7,ll05en4f0x,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1183,1508,2027,8,ll05en4f0x,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1184,1509,2019,9,ll05en4f0x,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1185,1510,1558,10,ll05en4f0x,conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
1186,1511,3950,11,ll05en4f0x,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1187,1512,1978,12,ll05en4f0x,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1188,1513,2196,13,ll05en4f0x,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1189,1514,2079,14,ll05en4f0x,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1190,1515,1790,15,ll05en4f0x,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1191,1516,864,16,ll05en4f0x,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1192,1517,1779,17,ll05en4f0x,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1193,1518,2242,18,ll05en4f0x,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1194,1519,2728,19,ll05en4f0x,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1195,1520,2379,20,ll05en4f0x,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1196,1521,1278,21,ll05en4f0x,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1197,1522,1537,22,ll05en4f0x,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1198,1523,1853,23,ll05en4f0x,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1199,1524,1170,24,ll05en4f0x,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1200,1525,2182,25,ll05en4f0x,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1201,1532,2460,2,mfv6klcovc,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1202,1533,1091,3,mfv6klcovc,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1203,1534,991,4,mfv6klcovc,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1204,1535,1702,5,mfv6klcovc,conventional,<p>My car isn't starting.</p>,0,1,car,nonconventional,request,1
1205,1536,1040,6,mfv6klcovc,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1206,1537,844,7,mfv6klcovc,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1207,1538,2966,8,mfv6klcovc,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1208,1539,886,9,mfv6klcovc,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1209,1540,2587,10,mfv6klcovc,conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1210,1541,1270,11,mfv6klcovc,conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
